sample_id,source_dataset,source_id,original_text,cleaned_text,aspect_target,aspect_category,opinion_span,stance,explanation,mapped_stance,cost_usd,s1_attempts,s2_attempts,status,errors,timestamp
1162,PStance,,@USER has trouble writing positive Bernie stories. Headline: Sanders Surges 12 point to Take the Lead in New York Sanders leads with 25% support. The next closest is native son &amp; billionaire Bloomberg who struggles with sexist &amp; racist reports.,has trouble writing positive Bernie stories . Headline : Sanders Surges point to Take the Lead in New York Sanders leads with support . The next closest is native son & billionaire Bloomberg who struggles with sexist & racist reports .,Bernie,Empathy & Support,trouble writing positive Bernie stories,NEUTRAL,has trouble writing positive Bernie stories,HOPEFUL,0.000818,1,1,accepted,,2026-05-22T10:24:59.099354
1163,PStance,,Hey @USER - Im a strong supporter &amp; grassroots donor as I align closely with ur policy I dont understand ur opposition of marijuana with all of the research we have in 2019. I urge you to rethink your stance here as this would cause me to rethink who I vote for JoeBiden,Hey - Im a strong supporter & grassroots donor as I align closely with ur policy I dont understand ur opposition of marijuana with all of the research we have in . I urge you to rethink your stance here as this would cause me to rethink who I vote for JoeBiden,marijuana,Addiction & Health,I dont understand ur opposition of marijuana,HOPEFUL,I dont understand ur opposition of marijuana,HOPEFUL,0.000831,1,1,accepted,,2026-05-22T10:25:03.376092
1164,SemEval2016,,"Witnessing the destruction of the middleclass If you are black, white Hispanic, or any other creed support Trump usa 4thjuly SemST","Witnessing the destruction of the middleclass If you are black , white Hispanic , or any other creed support Trump usa thjuly SemST",Trump,Policy & Governance,support Trump,NEUTRAL,support Trump,HATE,0.000787,1,1,accepted,,2026-05-22T10:25:05.148572
1165,PStance,,"trump is a killer, conman, thief, grifter, cheater &amp; liar. You sheeple that support him are the same as he is. fuckyou ImpeachTrumpAgain","trump is a killer , conman , thief , grifter , cheater & liar . You sheeple that support him are the same as he is . fuckyou ImpeachTrumpAgain",trump,Empathy & Support,"killer , conman , thief , grifter , cheater & liar",HATE,"killer , conman , thief , grifter , cheater & liar",HOPEFUL,0.000846,1,1,accepted,,2026-05-22T10:25:08.216053
1166,COVID19,1283327476219949056,@USER @USER @USER @USER You won’t be able to. Only one virus has ever been eradicated. C19 is here to stay. However; the economic basis for the support you receive from society is being eroded by lockdown. endthelockdown,You will not be able to . Only one virus has ever been eradicated . C19 is here to stay . However ; the economic basis for the support you receive from society is being eroded by lockdown . endthelockdown,support you receive from society,Employment & Economy,economic basis for the support you receive from society is being eroded by lockdown,NEUTRAL,the economic basis for the support you receive from society is being eroded by lockdown,HATE,0.000865,1,1,accepted,,2026-05-22T10:25:12.325875
1167,VAST,,"My 91 year old mother just broke her hip, had hip replacement surgery and 3 weeks of rehab. Medicare plus her supplemental insurance covered everything 100% and she didn't get any confusing EOB's, bills from every person at the hospital, the ambulance, etc., etc. Wish I had Medicare!!!!!! I have a $10k deductible and every time I go to the dr. I get multiple statements from the dr., the insurer, the lab, etc. Never can match the EOB to the dr. statement and invariably I am overcharged for something. I have a graduate degree and can never make heads or tails of the stuff I get and comparing plans is a nightmare. No way should the elderly (or even the young) be subject to this insane insurance system that most of us have to deal with!!!!","My year old mother just broke her hip , had hip replacement surgery and weeks of rehab . Medicare plus her supplemental insurance covered everything and she did not get any confusing EOB ' s , bills from every person at the hospital , the ambulance , etc . , etc . Wish I had Medicare ! I have a deductible and every time I go to the dr . I get multiple statements from the dr . , the insurer , the lab , etc . Never can match the EOB to the dr . statement and invariably I am overcharged for something . I have a graduate degree and can never make heads or tails of the stuff I get and comparing plans is a nightmare . No way should the elderly ( or even the young ) be subject to this insane insurance system that most of us have to deal with !",Medicare,Addiction & Health,"covered everything and she did not get any confusing EOB ' s , bills from every person at the hospital , the ambulance , etc . , etc .",HOPEFUL,"Medicare plus her supplemental insurance covered everything and she did not get any confusing EOB ' s , bills from every person at the hospital , the ambulance , etc . , etc .",HOPEFUL,0.001016,1,1,accepted,,2026-05-22T10:25:16.949913
1168,PStance,,Trumps Right to Try was not only already a law in Colorado in 2014 but a more comprehensive law was signed by a real leader in 1997 by @USER Trump . Food and Drug Administration Modernization Act of 1997 - Wikipedia,Trumps Right to Try was not only already a law in Colorado in but a more comprehensive law was signed by a real leader in by Trump . Food and Drug Administration Modernization Act of - Wikipedia,Trumps Right to Try,Policy & Governance,was not only already a law in Colorado,NEUTRAL,was not only already a law in Colorado,HATE,0.000830,1,1,accepted,,2026-05-22T10:25:20.528894
1169,PStance,,DropOutBernie is a trend now but I see more support using this hashtag than hate .. dont drop out ! There is hope for this country BernieSanders,DropOutBernie is a trend now but I see more support using this hashtag than hate . dont drop out ! There is hope for this country BernieSanders,DropOutBernie,Empathy & Support,more support using this hashtag than hate,HOPEFUL,more support using this hashtag than hate,HOPEFUL,0.000820,1,1,accepted,,2026-05-22T10:25:21.987237
1170,PStance,,VP @USER has been a strong advocate for hard-working Americans. I am so honored to have his support &amp; am proud to work every day to protect the legacy that he &amp; @USER left caring for those who need our help the most. More here: nmpol TeamMichelle,VP has been a strong advocate for hard - working Americans . I am so honored to have his support & am proud to work every day to protect the legacy that he & left caring for those who need our help the most . More here : nmpol TeamMichelle,his support,Empathy & Support,so honored to have his support,HOPEFUL,so honored to have his support,HOPEFUL,0.000828,1,1,accepted,,2026-05-22T10:25:24.812828
1171,VAST,,"If, as the author suggests, ""Most parents who individualize the vaccine schedule are actively educating themselves, continually assessing their family's specific health needs, and doing everything they can to keep their children safe and healthy,"" then why are we having these outbreaks? It is apparent that whatever these parents are doing is not working, and in the interest of public safety, it is time for meaningful legislation to ensure that these preventable diseases are indeed prevented.","If , as the author suggests , "" Most parents who individualize the vaccine schedule are actively educating themselves , continually assessing their family ' s specific health needs , and doing everything they can to keep their children safe and healthy , "" then why are we having these outbreaks ? It is apparent that whatever these parents are doing is not working , and in the interest of public safety , it is time for meaningful legislation to ensure that these preventable diseases are indeed prevented .",meaningful legislation,Policy & Governance,it is time for meaningful legislation to ensure that these preventable diseases are indeed prevented,HOPEFUL,it is time for meaningful legislation to ensure that these preventable diseases are indeed prevented,HOPEFUL,0.000897,1,1,accepted,,2026-05-22T10:25:33.974529
1172,SemEval2016,,Some feminist's would shut down the entire global porn industry & put millions on benefits/welfare & not even care SemST,Some feminist ' s would shut down the entire global porn industry & put millions on benefits / welfare & not even care SemST,benefits / welfare,Policy & Governance,put millions on benefits / welfare & not even care,HATE,put millions on benefits / welfare & not even care,HATE,0.000822,1,1,accepted,,2026-05-22T10:25:37.737789
1173,SemEval2016,,Hillary's campaign events are scripted dog & pony shows designed to shelter her from vetting b4 the coronation SemST,Hillary ' s campaign events are scripted dog & pony shows designed to shelter her from vetting before the coronation SemST,Hillary ' s campaign events,Policy & Governance,scripted dog & pony shows,NEUTRAL,scripted dog & pony shows,HATE,0.000810,1,1,accepted,,2026-05-22T10:25:46.969165
1174,PStance,,"Yes, bcs what we really need is another angry person owning an Assault Rifle? MassShootings Stop Gaslighting &amp; scaring MAGAs that Dems are out to take their little toys. Public safety should precede NRA Profits GunControl PeopleOverProfit NRADoesntCare Biden","Yes , bcs what we really need is another angry person owning an Assault Rifle ? MassShootings Stop Gaslighting & scaring MAGAs that Dems are out to take their little toys . Public safety should precede NRA Profits GunControl PeopleOverProfit NRADoesntCare Biden",Public safety,Public Safety,Public safety should precede NRA Profits,HOPEFUL,Public safety should precede NRA Profits,HOPEFUL,0.000835,1,1,accepted,,2026-05-22T10:25:49.360982
1175,PStance,,In 2015 @USER believed that the majority of drug dealers in this country were Black. If that isn't racist...I don't know what is.,In believed that the majority of drug dealers in this country were Black . If that is not racist . I do not know what is .,drug dealers,Addiction & Health,majority of drug dealers in this country were Black,HATE,the majority of drug dealers in this country were Black,HATE,0.000820,1,1,accepted,,2026-05-22T10:25:53.643302
1176,SemEval2016,,@USER The more Republicans talk about social policy the better....for SemST,The more Republicans talk about social policy the better . for SemST,social policy,Policy & Governance,the better,NEUTRAL,the better,NEUTRAL,0.000778,1,1,accepted,,2026-05-22T10:25:58.008050
1177,PStance,,@USER KamalaHarris's JoeBiden endorsement is completely self serving! Where was her support before SuperTuesday ? I will tell where she was...NOWHERE! NO ONE contacted her bc she has shown herself to be inappropriate publicly 2x and was scolded by Chuck Schumer!,KamalaHarris ' s JoeBiden endorsement is completely self serving ! Where was her support before SuperTuesday ? I will tell where she was . NOWHERE ! NO ONE contacted her because she has shown herself to be inappropriate publicly x and was scolded by Chuck Schumer !,KamalaHarris ' s JoeBiden endorsement,Policy & Governance,completely self serving,HATE,completely self serving,HOPEFUL,0.000837,1,1,accepted,,2026-05-22T10:26:12.470052
1178,COVID19,1289948493641994241,"@USER @USER only support there was, the anc filling their pockets stealing from the poor. ANCHatesSouthAfricans ANCMustFall endthelockdown","only support there was , the anc filling their pockets stealing from the poor . ANCHatesSouthAfricans ANCMustFall endthelockdown",the anc,Policy & Governance,filling their pockets stealing from the poor,HATE,filling their pockets stealing from the poor,NEUTRAL,0.000812,1,1,accepted,,2026-05-22T10:26:16.867269
1179,PStance,,@USER you really made a fool of yourself You had the opportunity to NOT support the SHAM of the House Dems So I expect that your fragile legacy will end up like @USER Signed @USER PS: Great job working with @USER to drive out residents,you really made a fool of yourself You had the opportunity to NOT support the SHAM of the House Dems So I expect that your fragile legacy will end up like Signed PS : Great job working with to drive out residents,House Dems,Policy & Governance,SHAM of the House Dems,HATE,SHAM of the House Dems,HOPEFUL,0.000823,1,1,accepted,,2026-05-22T10:26:20.546325
1180,PStance,,"BernieSanders ' Medicare For All saves lives, not just $$. 45000 ppl/ year die bc they don't have insurance that covers *everything* It helps everyone bc it is a NotMeUs policy. We *all* win - including billionaires! This is UNITY! NewHampshirePrimary","BernieSanders ' Medicare For All saves lives , not just $ $ . people / year die because they do not have insurance that covers *everything* It helps everyone because it is a NotMeUs policy . We *all* win - including billionaires ! This is UNITY ! NewHampshirePrimary",Medicare For All,Addiction & Health,saves lives,HOPEFUL,Medicare For All saves lives,HOPEFUL,0.000829,1,1,accepted,,2026-05-22T10:26:22.126120
1181,PStance,,Obama attempted to subvert the Constitution & he himself said that his agenda to change America was hindered & that his hands were tied because of the very document he refused to support & defend. Trump is harassed by the LEFT because he loves America. Maga2020 KAG2020 USA USA.,Obama attempted to subvert the Constitution & he himself said that his agenda to change America was hindered & that his hands were tied because of the very document he refused to support & defend . Trump is harassed by the LEFT because he loves America . Maga2020 KAG2020 USA .,Obama,Policy & Governance,attempted to subvert the Constitution,HATE,Obama attempted to subvert the Constitution,HOPEFUL,0.000829,1,1,accepted,,2026-05-22T10:26:27.793586
1182,PStance,,Holy Crap! Trump just went nuclear with Mexico over illegal immigration!,Holy Crap ! Trump just went nuclear with Mexico over illegal immigration !,illegal immigration,Policy & Governance,just went nuclear with Mexico,NEUTRAL,just went nuclear with Mexico,HATE,0.000789,1,1,accepted,,2026-05-22T10:26:29.537137
1183,PStance,,"Nowhere,just like the proof of the affordability of millionaire-Bernie Sanders' election promises. HOWEVER,he is the main policy-brain among Dems and it's a shame how his ideas are being stolen by ElizabethWarren,how CNN+NBC AGAIN try sink him.","Nowhere , just like the proof of the affordability of millionaire - Bernie Sanders ' election promises . HOWEVER , he is the main policy - brain among Dems and it ' s a shame how his ideas are being stolen by ElizabethWarren , how CNN + NBC AGAIN try sink him .",Bernie Sanders ' election promises,Policy & Governance,proof of the affordability,NEUTRAL,proof of the affordability of millionaire - Bernie Sanders ' election promises,HOPEFUL,0.000842,1,1,accepted,,2026-05-22T10:26:35.791671
1184,PStance,,"I support BernieSanders and volunteer for him because he is one of few politicians who is consistent and honorable and he has spent decades standing up and fighting for Universal Health Care access, workers rights, human rights, a fair economy for all, and diplomacy over War.","I support BernieSanders and volunteer for him because he is one of few politicians who is consistent and honorable and he has spent decades standing up and fighting for Universal Health Care access , workers rights , human rights , a fair economy for all , and diplomacy over War .",BernieSanders,Policy & Governance,consistent and honorable,HOPEFUL,he is one of few politicians who is consistent and honorable,HOPEFUL,0.000830,1,1,accepted,,2026-05-22T10:26:37.289402
1185,PStance,,"All Bernie supporter should be welcomed with open arms. The DemocraticParty is the biggest tent in the history of politics, &amp; we cannot allow the differences between us to blind us from seeing all that we have in common. History shows that when we stand as one, we win big! FBR","All Bernie supporter should be welcomed with open arms . The DemocraticParty is the biggest tent in the history of politics , & we cannot allow the differences between us to blind us from seeing all that we have in common . History shows that when we stand as one , we win big ! FBR",The DemocraticParty,Community Impact & Social Cohesion,the biggest tent in the history of politics,HOPEFUL,the biggest tent in the history of politics,HOPEFUL,0.000847,1,1,accepted,,2026-05-22T10:26:38.980014
1186,PStance,,"When you're a conservative, it's difficult not having a poltical party, I get it. Some have chosen to run where there is shelter and welcoming arms.....welcoming as long as you're willing to stop speaking out against their leader. I'm now and always Trump and proud of it.","When you are a conservative , it ' s difficult not having a poltical party , I get it . Some have chosen to run where there is shelter and welcoming arms . welcoming as long as you are willing to stop speaking out against their leader . I am now and always Trump and proud of it .",shelter and welcoming arms,Empathy & Support,welcoming as long as you are willing to stop speaking out against their leader,HATE,welcoming as long as you are willing to stop speaking out against their leader,HATE,0.000876,1,1,accepted,,2026-05-22T10:26:40.908547
1187,PStance,,His policy vision is anti-Medicare4All and cops shooting protestors in the legs so I will sure as fuck not be moving forward with it Biden have fun tho,His policy vision is anti - Medicare4All and cops shooting protestors in the legs so I will sure as fuck not be moving forward with it Biden have fun though,policy vision,Policy & Governance,anti - Medicare4All and cops shooting protestors in the legs,HATE,anti - Medicare4All and cops shooting protestors in the legs,HATE,0.000836,1,1,accepted,,2026-05-22T10:26:42.729699
1188,PStance,,"JoeBiden couldnt even bring himself to say Hunter struggles with alcohol &amp; drug addiction. He framed it as mental health issues in his interview with Chris Cuomo. In promoting the crime bill, he indicted Black families &amp; Black squalor in rearing predators and addicts. karma","JoeBiden couldnt even bring himself to say Hunter struggles with alcohol & drug addiction . He framed it as mental health issues in his interview with Chris Cuomo . In promoting the crime bill , he indicted Black families & Black squalor in rearing predators and addicts . karma",alcohol & drug addiction,Addiction & Health,struggles with alcohol & drug addiction,HATE,he indicted Black families & Black squalor in rearing predators and addicts,HATE,0.000850,1,1,accepted,,2026-05-22T10:26:44.391032
1189,PStance,,"Thank you for the support @USER, they will win in November and we are looking forward to working with you to be our next President.","Thank you for the support , they will win in November and we are looking forward to working with you to be our next President .",support,Empathy & Support,Thank you for the support,HOPEFUL,Thank you for the support,HOPEFUL,0.000800,1,1,accepted,,2026-05-22T10:26:52.309025
1190,PStance,,"You really screwed up Emmons. Rush was beatable but not by you. You're embracement of BernieSanders &amp; AOC's progressive BS isn't going to sell well in IL1. Ever been to Tinley Park, Frankfort, Orland Park?","You really screwed up Emmons . Rush was beatable but not by you . You are embracement of BernieSanders & AOC ' s progressive BS is not going to sell well in IL1 . Ever been to Tinley Park , Frankfort , Orland Park ?",Emmons,Policy & Governance,You really screwed up Emmons,HATE,You really screwed up Emmons,HATE,0.000825,1,1,accepted,,2026-05-22T10:27:05.877300
1191,PStance,,JoeBiden Wall street Is evil ! also Joe Biden in his own state - Over 50% of publicly traded corporations in the United States and 60% of the Fortune 500 are incorporated in Delaware. Tax breaks for billionaires.,JoeBiden Wall street Is evil ! also Joe Biden in his own state - Over of publicly traded corporations in the United States and of the Fortune are incorporated in Delaware . Tax breaks for billionaires .,Tax breaks for billionaires,Policy & Governance,evil,HATE,evil,HATE,0.000800,1,1,accepted,,2026-05-22T10:27:08.777021
1192,VAST,,"I have to agree with Wurman to the extent that ""If we are to have any hope of meaningfully increasing the literacy of our students, the solution must lie with classroom teachers and not with libraries and librarians."" What he neglects to include, however, is how important the school librarian can be in ensuring that teachers have the necessary resources and skills to work with students in improving literacy. Keeping abreast of literature and new technologies that will meet the needs of the wide range of learning styles and abilities within one school is a yeoman's job. To expect the classroom teacher to be that expert without support is once again expecting too much from teachers, leading to many leaving the profession. A school librarian, if the right one is hired, can be the school leader in information resource management and use.","I have to agree with Wurman to the extent that "" If we are to have any hope of meaningfully increasing the literacy of our students , the solution must lie with classroom teachers and not with libraries and librarians . "" What he neglects to include , however , is how important the school librarian can be in ensuring that teachers have the necessary resources and skills to work with students in improving literacy . Keeping abreast of literature and new technologies that will meet the needs of the wide range of learning styles and abilities within one school is a yeoman ' s job . To expect the classroom teacher to be that expert without support is once again expecting too much from teachers , leading to many leaving the profession . A school librarian , if the right one is hired , can be the school leader in information resource management and use .",school librarian,Empathy & Support,can be the school leader in information resource management and use,HOPEFUL,"A school librarian , if the right one is hired , can be the school leader in information resource management and use",HOPEFUL,0.000953,1,1,accepted,,2026-05-22T10:27:10.465636
1193,SemEval2016,,That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 america DonaldJTrump foreignpolicy SemST,That Time Trump Spent Nearly On An Ad Criticizin US Foreign Policy In america DonaldJTrump foreignpolicy SemST,US Foreign Policy,Policy & Governance,Criticizin,NEUTRAL,Criticizin,HATE,0.000793,1,1,accepted,,2026-05-22T10:27:16.349307
1194,VAST,,"It is quite sad to see a doctor advocate for government coercion for something that every doctor acknowledges has its risks. How would this doctor propose to enforce this coercion, prison terms for parents who refuse to vaccinate? Stalking the kids and vaccinating them in the street? Providing each child with a vaccine record microchip? It would be one expensive government program to run. It seems a lot more reaction would follow and hence some real outbreaks. Peaceful persuasion seems to be a wiser alternative. Or, if an increased compliance is sought for the more serious diseases, such as pertussis, measles, polio, rubella, then offer separate vaccines that fewer parents would object to and eliminate the ludicrous vaccines from the compulsory list, by ludicrous I mean those that clearly might be doing more harm than good as is the case with the varicella vaccine and the hep B vaccines given routinely to babies of non-carrier mothers. The more such vaccines are forced, the more families react by complete refusal of vaccines.","It is quite sad to see a doctor advocate for government coercion for something that every doctor acknowledges has its risks . How would this doctor propose to enforce this coercion , prison terms for parents who refuse to vaccinate ? Stalking the kids and vaccinating them in the street ? Providing each child with a vaccine record microchip ? It would be one expensive government program to run . It seems a lot more reaction would follow and hence some real outbreaks . Peaceful persuasion seems to be a wiser alternative . Or , if an increased compliance is sought for the more serious diseases , such as pertussis , measles , polio , rubella , then offer separate vaccines that fewer parents would object to and eliminate the ludicrous vaccines from the compulsory list , by ludicrous I mean those that clearly might be doing more harm than good as is the case with the varicella vaccine and the hep B vaccines given routinely to babies of non - carrier mothers . The more such vaccines are forced , the more families react by complete refusal of vaccines .",government coercion,Policy & Governance,It is quite sad to see a doctor advocate for government coercion,NEUTRAL,It is quite sad to see a doctor advocate for government coercion,NEUTRAL,0.000980,1,1,accepted,,2026-05-22T10:27:18.371990
1195,PStance,,Bernie needs to go home to Jane and stay there. Enough of his BS. freeCollege will never ever happen. In NYC some people are getting free or reduced tuition. Catch is you have to be unemployed and/or on social services. SMH... that doesn't help the rest who can't afford it.,Bernie needs to go home to Jane and stay there . Enough of his BS . freeCollege will never ever happen . In NYC some people are getting free or reduced tuition . Catch is you have to be unemployed and / or on social services . shaking my head . that does not help the rest who can not afford it .,freeCollege,Policy & Governance,will never ever happen,HATE,freeCollege will never ever happen,HATE,0.000828,1,1,accepted,,2026-05-22T10:27:21.609648
1196,PStance,,CAN YOU SAY TULSA MAYOR IN A PANIC? Tulsa Police: Curfew For Part Of Downtown Tulsa Through Saturday FoxNews JoeBiden,CAN YOU SAY TULSA MAYOR IN A PANIC ? Tulsa Police : Curfew For Part Of Downtown Tulsa Through Saturday FoxNews JoeBiden,Curfew For Part Of Downtown Tulsa,Policy & Governance,CAN YOU SAY TULSA MAYOR IN A PANIC ?,NEUTRAL,CAN YOU SAY TULSA MAYOR IN A PANIC ?,HOPEFUL,0.000847,1,1,accepted,,2026-05-22T10:27:41.428312
1197,PStance,,"Honestly, I doubt anyone cares anymore, Marc. We thought we knew ya, but a series of weird takes has convinced me that I, for one, don't. Support who you want. Support more than one. BernieSanders","Honestly , I doubt anyone cares anymore , Marc . We thought we knew ya , but a series of weird takes has convinced me that I , for one , do not . Support who you want . Support more than one . BernieSanders",Support,Empathy & Support,Support who you want . Support more than one,HOPEFUL,Support who you want . Support more than one,HOPEFUL,0.000833,1,1,accepted,,2026-05-22T10:27:43.077304
1198,SemEval2016,,@USER only if we stop allowing them 2 work & stop welfare they will self-deport tcot SemST,only if we stop allowing them work & stop welfare they will self - deport tcot SemST,welfare,Policy & Governance,stop welfare,HATE,stop welfare,HATE,0.000780,1,1,accepted,,2026-05-22T10:27:45.244295
1199,PStance,,"We all have to choose how we understand and act regarding the neglect and abuse of women. Ultimately, I choose to support the person who is most likely to be surrounded and influenced by people working now for womens rights in all areas. Trump","We all have to choose how we understand and act regarding the neglect and abuse of women . Ultimately , I choose to support the person who is most likely to be surrounded and influenced by people working now for womens rights in all areas . Trump",the neglect and abuse of women,Empathy & Support,I choose to support the person who is most likely to be surrounded and influenced by people working now for womens rights in all areas,HOPEFUL,I choose to support the person who is most likely to be surrounded and influenced by people working now for womens rights in all areas,HATE,0.000909,1,1,accepted,,2026-05-22T10:27:47.540684
1200,PStance,,Prescription drug prices declined for the first time in 50 years under this administration... perhaps Bernie didnt get the memo,Prescription drug prices declined for the first time in years under this administration . perhaps Bernie didnt get the memo,Prescription drug prices,Addiction & Health,declined for the first time in years,NEUTRAL,Prescription drug prices declined for the first time in years,HATE,0.000814,1,1,accepted,,2026-05-22T10:27:51.113639
1202,SemEval2016,,It's a beautiful day for phone banking at the Hill House on 1529 Richland Street! Join us tonight at 6PM! @USER SemST,It ' s a beautiful day for phone banking at the Hill House on Richland Street ! Join us tonight at ! SemST,phone banking at the Hill House on Richland Street,Empathy & Support,It's a beautiful day,HOPEFUL,It's a beautiful day,HOPEFUL,0.000817,1,1,accepted,,2026-05-22T10:28:18.490851
1203,PStance,,"If JoeBiden abused his *official authority* in Ukraine to clear a path for a company that gave his drug addicted Navy reject son millions, Americans ought to know about it before he is elected to have authority over them and the free world. @USER disagree.","If JoeBiden abused his * official authority * in Ukraine to clear a path for a company that gave his drug addicted Navy reject son millions , Americans ought to know about it before he is elected to have authority over them and the free world . disagree .",JoeBiden,Policy & Governance,disagree,NEUTRAL,disagree,HATE,0.000809,1,1,accepted,,2026-05-22T10:28:22.612084
1204,PStance,,Im not a fan of JoeBiden but will easily vote for him to put absolute horrid fucks like @USER on the street,Im not a fan of JoeBiden but will easily vote for him to put absolute horrid fucks like on the street,JoeBiden,Policy & Governance,Im not a fan of JoeBiden,HATE,Im not a fan of JoeBiden,HOPEFUL,0.000812,1,1,accepted,,2026-05-22T10:28:30.353798
1205,PStance,,@USER is using his campaign funding structure to elicit donations for charities working hard to support working people during the coronavirus. I love this movement.,is using his campaign funding structure to elicit donations for charities working hard to support working people during the coronavirus . I love this movement .,campaign funding structure,Policy & Governance,I love this movement,HOPEFUL,I love this movement,HOPEFUL,0.000799,1,1,accepted,,2026-05-22T10:28:32.338822
1206,PStance,,"Ill make super simple for you, Marie. We have ~10yr to get our together on CO2 emissions or else we tip past the point of no return &amp; global civilization collapse is almost guaranteed. Joe doesnt support a GreenNewDeal &amp; HE TAKE $FROM THE FOSSIL FUEL INDUSTRY!","Ill make super simple for you , Marie . We have ~ yr to get our together on CO2 emissions or else we tip past the point of no return & global civilization collapse is almost guaranteed . Joe doesnt support a GreenNewDeal & HE TAKE $FROM THE FOSSIL FUEL INDUSTRY !",GreenNewDeal,Policy & Governance,Joe doesnt support a GreenNewDeal,HOPEFUL,Joe doesnt support a GreenNewDeal,HATE,0.000837,1,1,accepted,,2026-05-22T10:28:33.886464
1207,PStance,,He even said it campaign family ... using them in my campaign to get elected. Immigration reform sounds great!!!! @USER *HOW?!* (hint: automatic amnesty does not equal reform.),He even said it campaign family . using them in my campaign to get elected . Immigration reform sounds great ! * HOW ? ! * ( hint : automatic amnesty does not equal reform . ),Immigration reform,Policy & Governance,sounds great !,HOPEFUL,Immigration reform sounds great !,HOPEFUL,0.000807,1,1,accepted,,2026-05-22T10:28:38.966229
1208,PStance,,"Im waiting so see if Biden announces he will run. If so, Im going to support him. Whoever is the dem candidate will get my vote","Im waiting so see if Biden announces he will run . If so , Im going to support him . Whoever is the dem candidate will get my vote",Biden,Policy & Governance,Im going to support him,HOPEFUL,Im going to support him,HOPEFUL,0.000802,1,1,accepted,,2026-05-22T10:28:42.224830
1209,VAST,,"Look, I've been riding my bike in Brooklyn for over half a century -- and on Cape Cod. The bike lane on Prospect Park West is an eyesore. Look back from the old Sanders Theater towards Grand Army Plaza -- you'll see that the cars parked in what used to be the third lane throw off the straight line running to the monument. I'm the sort who for years has been unplugging electronics to save electricity, keeping my house at 60 degrees in winter, and relying only on ceiling fans in summer. Not liking the bike land isn't being a NIMBY. It's recognizing that some beauty has been lost.","Look , I have been riding my bike in Brooklyn for over half a century - - and on Cape Cod . The bike lane on Prospect Park West is an eyesore . Look back from the old Sanders Theater towards Grand Army Plaza - - you will see that the cars parked in what used to be the third lane throw off the straight line running to the monument . I am the sort who for years has been unplugging electronics to save electricity , keeping my house at degrees in winter , and relying only on ceiling fans in summer . Not liking the bike land is not being a not in my backyard . It ' s recognizing that some beauty has been lost .",bike lane on Prospect Park West,Community Impact & Social Cohesion,is an eyesore,NEUTRAL,The bike lane on Prospect Park West is an eyesore,HOPEFUL,0.000907,1,1,accepted,,2026-05-22T10:28:43.884033
1210,PStance,,Even if every word of JoeBiden's ed plan was his own...even if it included every policy I'd like to see as a PublicEducation advocate &amp; teacher...it wouldn't matter bc I do NOT trust him. His record of pushing neoliberal corp ed reform &amp; privatization matters. RedForEd TBATs,Even if every word of JoeBiden ' s ed plan was his own . even if it included every policy I ' d like to see as a PublicEducation advocate & teacher . it would not matter because I do NOT trust him . His record of pushing neoliberal corp ed reform & privatization matters . RedForEd TBATs,JoeBiden ' s ed plan,Policy & Governance,I do NOT trust him,NEUTRAL,I do NOT trust him,HATE,0.000844,1,1,accepted,,2026-05-22T10:28:53.084604
1211,PStance,,"Not only does he have absolutely necessary policy proposals, he has a track record of fighting for the people over the interests of corporations and the wealthy. His politics should be the Democratic Partys politics. Im supporting Bernie Sanders for President.BernieSanders2020","Not only does he have absolutely necessary policy proposals , he has a track record of fighting for the people over the interests of corporations and the wealthy . His politics should be the Democratic Partys politics . Im supporting Bernie Sanders for President . BernieSanders2020",policy proposals,Policy & Governance,absolutely necessary,HOPEFUL,absolutely necessary,HOPEFUL,0.000811,1,1,accepted,,2026-05-22T10:28:57.697279
1212,PStance,,"joebiden is such a monkey see, monkey do headass. like everyone said their medical health care plan would cover undocumented immigrants and then he want to raise his hand. TOOK ME OUT. democraticdebates2019","joebiden is such a monkey see , monkey do headass . like everyone said their medical health care plan would cover undocumented immigrants and then he want to raise his hand . TOOK ME OUT . democraticdebates2019",medical health care plan,Addiction & Health,like everyone said their medical health care plan would cover undocumented immigrants and then he want to raise his hand,HATE,"joebiden is such a monkey see , monkey do headass",HATE,0.000869,1,1,accepted,,2026-05-22T10:29:08.999454
1213,VAST,,"Mass. already has a statute permitting civil commitment for addictions. (MGL c .123, sec. 35) so his legal advisors didn't do their homework here. What we don't have are the beds for rehab.. Gov. Baker is putting the cart before the horse. We don't need another law; the tools are already in place for the courts to use their coercive powers; the court clinicians who advise the judges, however, are frustrated by the lack of places to put people who need the nonexistent beds.","Mass . already has a statute permitting civil commitment for addictions . ( MGL c . , sec . ) so his legal advisors did not do their homework here . What we do not have are the beds for rehab . Gov . Baker is putting the cart before the horse . We do not need another law ; the tools are already in place for the courts to use their coercive powers ; the court clinicians who advise the judges , however , are frustrated by the lack of places to put people who need the nonexistent beds .",beds for rehab,Addiction & Health,We do not have the beds for rehab,NEUTRAL,We do not have the beds for rehab,HOPEFUL,0.000877,1,1,accepted,,2026-05-22T10:29:10.606953
